               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.032551,            0.022307,           0.0019551,             0.75409,             0.83757,             0.82077,             0.56963,            0.024072,            0.017839,          0.00068239,             0.00472,             0.00472,             0.00472
                 162,            0.032495,            0.022135,           0.0020097,             0.75497,             0.83813,             0.82222,             0.57106,            0.024034,            0.017801,          0.00067962,            0.004687,            0.004687,            0.004687
                 163,            0.032388,            0.021978,            0.001908,              0.7561,             0.83838,             0.82376,             0.57249,            0.024001,            0.017765,          0.00067673,            0.004654,            0.004654,            0.004654
                 164,            0.032348,            0.022163,           0.0019027,             0.75761,             0.83801,             0.82506,             0.57372,            0.023967,             0.01773,          0.00067375,            0.004621,            0.004621,            0.004621
                 165,            0.032322,            0.022021,           0.0019378,             0.75815,             0.83882,             0.82642,             0.57502,            0.023932,            0.017693,          0.00067076,            0.004588,            0.004588,            0.004588
                 166,            0.032318,            0.022189,           0.0018701,             0.75969,             0.83869,             0.82775,             0.57622,            0.023897,            0.017657,          0.00066779,            0.004555,            0.004555,            0.004555
                 167,            0.032372,             0.02214,           0.0019312,             0.76091,             0.83902,             0.82918,             0.57742,            0.023865,            0.017619,          0.00066544,            0.004522,            0.004522,            0.004522
                 168,            0.032219,            0.021946,           0.0019188,             0.76246,             0.83921,             0.83062,             0.57882,            0.023833,            0.017584,          0.00066281,            0.004489,            0.004489,            0.004489
                 169,            0.032137,            0.021831,           0.0018494,             0.76325,             0.84026,             0.83203,              0.5803,            0.023799,            0.017547,          0.00066039,            0.004456,            0.004456,            0.004456
                 170,            0.032176,            0.021896,           0.0019027,             0.76511,             0.83961,             0.83335,             0.58182,            0.023766,             0.01751,          0.00065812,            0.004423,            0.004423,            0.004423
                 171,            0.032214,            0.021947,           0.0018829,              0.7667,             0.83972,             0.83477,             0.58333,            0.023733,             0.01747,          0.00065565,             0.00439,             0.00439,             0.00439
                 172,            0.032091,            0.021932,           0.0018217,             0.76811,             0.84031,             0.83627,             0.58447,            0.023703,            0.017435,          0.00065368,            0.004357,            0.004357,            0.004357
                 173,            0.032188,            0.021845,           0.0018807,             0.76917,             0.84047,             0.83766,             0.58585,             0.02367,            0.017397,          0.00065154,            0.004324,            0.004324,            0.004324
                 174,            0.032024,            0.021816,           0.0017605,             0.76951,              0.8415,              0.8391,              0.5872,            0.023637,            0.017359,          0.00064926,            0.004291,            0.004291,            0.004291
                 175,            0.031966,            0.021963,           0.0019536,             0.77149,             0.84114,             0.84064,             0.58861,            0.023603,             0.01732,           0.0006474,            0.004258,            0.004258,            0.004258
                 176,            0.031927,            0.021683,            0.001817,             0.77323,             0.84073,             0.84192,             0.58973,             0.02357,            0.017287,          0.00064551,            0.004225,            0.004225,            0.004225
                 177,             0.03197,            0.021777,           0.0019103,             0.77397,             0.84146,             0.84321,             0.59104,            0.023537,            0.017245,           0.0006433,            0.004192,            0.004192,            0.004192
                 178,            0.031871,            0.021749,            0.001901,             0.77431,             0.84258,             0.84454,             0.59241,            0.023502,            0.017207,          0.00064137,            0.004159,            0.004159,            0.004159
                 179,            0.031751,            0.021714,           0.0018414,             0.77633,             0.84249,             0.84604,             0.59374,            0.023468,            0.017166,          0.00063924,            0.004126,            0.004126,            0.004126
                 180,            0.031777,            0.021456,           0.0018277,             0.77745,              0.8425,             0.84741,               0.595,            0.023436,            0.017126,          0.00063719,            0.004093,            0.004093,            0.004093
                 181,            0.031813,            0.021475,           0.0018115,             0.77942,             0.84276,             0.84886,             0.59633,              0.0234,            0.017088,          0.00063524,             0.00406,             0.00406,             0.00406
                 182,            0.031697,            0.021618,            0.001825,             0.78063,             0.84302,             0.85026,             0.59758,            0.023365,            0.017049,          0.00063326,            0.004027,            0.004027,            0.004027
                 183,            0.031702,            0.021529,           0.0017974,             0.78137,             0.84397,             0.85158,             0.59884,            0.023333,             0.01701,          0.00063138,            0.003994,            0.003994,            0.003994
                 184,            0.031599,            0.021449,            0.001786,             0.78242,             0.84435,             0.85281,             0.60014,            0.023302,            0.016971,          0.00062953,            0.003961,            0.003961,            0.003961
                 185,            0.031684,            0.021484,           0.0017852,             0.78402,             0.84479,             0.85421,             0.60145,             0.02327,             0.01693,          0.00062773,            0.003928,            0.003928,            0.003928
                 186,            0.031482,            0.021405,           0.0018182,             0.78537,             0.84513,             0.85561,              0.6028,            0.023238,            0.016889,          0.00062601,            0.003895,            0.003895,            0.003895
                 187,            0.031595,             0.02129,           0.0018206,             0.78743,             0.84463,             0.85681,             0.60399,            0.023205,            0.016846,          0.00062433,            0.003862,            0.003862,            0.003862
                 188,            0.031351,            0.021496,           0.0018118,             0.78786,             0.84608,             0.85812,             0.60527,            0.023177,             0.01681,          0.00062251,            0.003829,            0.003829,            0.003829
                 189,            0.031502,            0.021363,           0.0017723,             0.78855,             0.84665,             0.85955,             0.60652,            0.023145,            0.016772,          0.00062076,            0.003796,            0.003796,            0.003796
                 190,            0.031483,            0.021195,            0.001788,             0.79051,             0.84652,             0.86078,             0.60782,            0.023113,            0.016729,          0.00061894,            0.003763,            0.003763,            0.003763
                 191,             0.03123,            0.021244,           0.0017567,             0.79173,             0.84717,             0.86227,             0.60917,             0.02308,            0.016689,          0.00061717,             0.00373,             0.00373,             0.00373
                 192,            0.031349,            0.021281,           0.0017693,             0.79313,             0.84778,             0.86356,             0.61041,            0.023047,            0.016649,          0.00061564,            0.003697,            0.003697,            0.003697
                 193,            0.031135,            0.021036,           0.0016959,             0.79472,             0.84824,             0.86476,             0.61156,            0.023018,            0.016609,          0.00061387,            0.003664,            0.003664,            0.003664
                 194,            0.031179,             0.02111,            0.001738,             0.79658,             0.84818,             0.86602,              0.6128,            0.022985,            0.016567,          0.00061209,            0.003631,            0.003631,            0.003631
                 195,            0.031206,            0.021194,           0.0017768,             0.79774,             0.84841,             0.86732,             0.61398,            0.022954,            0.016526,          0.00061059,            0.003598,            0.003598,            0.003598
                 196,            0.031147,             0.02092,           0.0017249,             0.79845,             0.84973,             0.86863,             0.61507,            0.022924,            0.016487,          0.00060901,            0.003565,            0.003565,            0.003565
                 197,             0.03099,            0.020973,           0.0017176,             0.79976,             0.85012,              0.8698,             0.61637,            0.022893,            0.016446,          0.00060727,            0.003532,            0.003532,            0.003532
                 198,            0.031059,            0.020987,           0.0016606,              0.8009,             0.85056,             0.87107,              0.6178,            0.022859,            0.016405,          0.00060549,            0.003499,            0.003499,            0.003499
                 199,            0.031055,            0.020763,           0.0017031,             0.80246,             0.85079,             0.87227,             0.61906,            0.022831,            0.016364,          0.00060378,            0.003466,            0.003466,            0.003466
                 200,            0.030995,            0.020973,           0.0017351,             0.80377,             0.85158,             0.87368,             0.62043,              0.0228,            0.016327,          0.00060211,            0.003433,            0.003433,            0.003433
                 201,            0.030954,            0.020901,           0.0017346,             0.80566,             0.85143,              0.8748,             0.62165,            0.022769,            0.016286,           0.0006006,              0.0034,              0.0034,              0.0034
                 202,            0.030934,            0.020804,           0.0017003,             0.80627,             0.85267,              0.8762,             0.62267,            0.022737,            0.016249,          0.00059901,            0.003367,            0.003367,            0.003367
                 203,            0.030832,            0.020893,            0.001658,             0.80756,             0.85321,             0.87741,             0.62391,            0.022703,            0.016205,          0.00059749,            0.003334,            0.003334,            0.003334
                 204,            0.030623,            0.020687,           0.0016955,             0.80843,             0.85403,              0.8785,             0.62512,            0.022671,            0.016164,          0.00059583,            0.003301,            0.003301,            0.003301
                 205,             0.03082,             0.02075,           0.0016972,             0.81015,             0.85445,             0.87967,              0.6265,            0.022638,            0.016121,          0.00059438,            0.003268,            0.003268,            0.003268
                 206,            0.030812,            0.020806,           0.0016747,             0.81112,             0.85492,             0.88074,             0.62746,             0.02261,            0.016085,          0.00059298,            0.003235,            0.003235,            0.003235
                 207,            0.030655,            0.020712,            0.001639,             0.81225,             0.85553,             0.88173,             0.62859,            0.022579,            0.016043,          0.00059133,            0.003202,            0.003202,            0.003202
                 208,            0.030547,            0.020501,           0.0015872,             0.81323,             0.85645,              0.8829,             0.62998,            0.022546,               0.016,          0.00058992,            0.003169,            0.003169,            0.003169
                 209,            0.030564,            0.020573,           0.0016751,             0.81475,             0.85699,             0.88419,             0.63142,             0.02251,            0.015956,          0.00058836,            0.003136,            0.003136,            0.003136
                 210,            0.030697,            0.020689,           0.0016961,             0.81643,             0.85646,             0.88528,             0.63244,            0.022481,            0.015916,          0.00058688,            0.003103,            0.003103,            0.003103
                 211,            0.030609,            0.020514,           0.0016594,             0.81834,             0.85663,             0.88641,             0.63359,             0.02245,            0.015871,          0.00058556,             0.00307,             0.00307,             0.00307
                 212,            0.030485,            0.020432,           0.0016683,             0.81957,              0.8576,             0.88765,             0.63482,            0.022418,            0.015825,           0.0005843,            0.003037,            0.003037,            0.003037
                 213,            0.030281,            0.020488,           0.0015757,             0.82073,             0.85795,             0.88875,             0.63604,            0.022383,            0.015778,          0.00058277,            0.003004,            0.003004,            0.003004
                 214,             0.03042,            0.020568,           0.0016591,             0.82213,             0.85788,             0.89005,             0.63729,            0.022353,            0.015731,          0.00058137,            0.002971,            0.002971,            0.002971
                 215,            0.030266,             0.02019,           0.0016223,             0.82254,              0.8589,             0.89103,             0.63854,            0.022322,            0.015691,          0.00057975,            0.002938,            0.002938,            0.002938
                 216,            0.030185,            0.020341,           0.0016274,             0.82397,             0.85934,             0.89217,             0.63974,             0.02229,            0.015649,          0.00057837,            0.002905,            0.002905,            0.002905
                 217,            0.030242,            0.020135,           0.0015856,             0.82547,             0.85958,             0.89318,             0.64078,            0.022261,            0.015607,          0.00057698,            0.002872,            0.002872,            0.002872
                 218,            0.030208,            0.020219,           0.0016177,             0.82715,              0.8602,             0.89431,              0.6419,             0.02223,            0.015564,          0.00057539,            0.002839,            0.002839,            0.002839
                 219,            0.030017,            0.020066,            0.001601,              0.8271,             0.86159,             0.89537,             0.64325,            0.022199,            0.015524,          0.00057378,            0.002806,            0.002806,            0.002806
                 220,            0.029971,            0.019988,           0.0016035,             0.82824,              0.8619,             0.89638,             0.64427,            0.022168,            0.015476,          0.00057225,            0.002773,            0.002773,            0.002773
                 221,            0.029976,            0.019943,           0.0015438,             0.82842,             0.86351,             0.89736,             0.64538,             0.02214,            0.015431,          0.00057059,             0.00274,             0.00274,             0.00274
                 222,            0.029933,            0.019967,           0.0015865,             0.82994,             0.86332,             0.89843,             0.64635,            0.022112,            0.015388,          0.00056896,            0.002707,            0.002707,            0.002707
                 223,            0.029905,            0.020026,           0.0015613,             0.83124,             0.86387,             0.89948,             0.64744,            0.022081,            0.015346,          0.00056753,            0.002674,            0.002674,            0.002674
                 224,            0.029865,            0.019883,           0.0015811,             0.83322,             0.86316,             0.90045,             0.64855,            0.022049,            0.015301,          0.00056585,            0.002641,            0.002641,            0.002641
                 225,            0.029946,             0.01988,           0.0015744,             0.83425,             0.86459,             0.90149,             0.64958,            0.022018,            0.015254,          0.00056437,            0.002608,            0.002608,            0.002608
                 226,            0.029779,            0.019874,           0.0015224,             0.83501,             0.86583,             0.90245,             0.65074,            0.021987,            0.015208,          0.00056281,            0.002575,            0.002575,            0.002575
                 227,            0.029708,             0.01973,           0.0015743,             0.83626,             0.86649,             0.90343,             0.65192,            0.021955,            0.015161,          0.00056147,            0.002542,            0.002542,            0.002542
                 228,            0.029706,            0.019683,           0.0015596,             0.83778,             0.86625,             0.90433,             0.65302,            0.021927,             0.01512,           0.0005601,            0.002509,            0.002509,            0.002509
                 229,            0.029535,            0.019648,           0.0015351,             0.83801,             0.86766,             0.90517,              0.6541,              0.0219,             0.01508,          0.00055889,            0.002476,            0.002476,            0.002476
                 230,            0.029575,            0.019662,           0.0015545,             0.84005,             0.86713,             0.90616,             0.65514,            0.021867,            0.015039,          0.00055752,            0.002443,            0.002443,            0.002443
                 231,            0.029519,            0.019606,           0.0015669,             0.84098,             0.86806,             0.90717,             0.65626,            0.021839,            0.014993,          0.00055648,             0.00241,             0.00241,             0.00241
                 232,             0.02942,            0.019581,           0.0015619,             0.84194,             0.86847,             0.90807,             0.65728,            0.021809,            0.014947,           0.0005555,            0.002377,            0.002377,            0.002377
                 233,            0.029238,            0.019484,           0.0014916,             0.84399,             0.86811,             0.90899,             0.65837,            0.021779,            0.014899,          0.00055426,            0.002344,            0.002344,            0.002344
                 234,            0.029358,            0.019484,           0.0015147,             0.84464,             0.86937,             0.90989,             0.65953,            0.021747,            0.014854,          0.00055295,            0.002311,            0.002311,            0.002311
                 235,             0.02939,            0.019485,            0.001508,             0.84619,             0.86978,             0.91076,             0.66044,            0.021716,            0.014805,          0.00055157,            0.002278,            0.002278,            0.002278
                 236,            0.029279,            0.019402,           0.0015308,             0.84774,             0.86958,             0.91158,             0.66152,            0.021684,            0.014761,          0.00055031,            0.002245,            0.002245,            0.002245
                 237,            0.029154,            0.019257,           0.0014568,             0.84968,             0.86948,             0.91248,             0.66274,            0.021655,            0.014712,          0.00054898,            0.002212,            0.002212,            0.002212
                 238,            0.029059,            0.019211,           0.0014675,             0.85147,             0.86931,             0.91332,              0.6638,            0.021622,            0.014664,          0.00054774,            0.002179,            0.002179,            0.002179
                 239,            0.029061,            0.019381,           0.0014702,             0.85325,             0.86963,              0.9143,             0.66486,            0.021592,            0.014616,          0.00054654,            0.002146,            0.002146,            0.002146
                 240,            0.029092,            0.019077,           0.0015037,             0.85418,              0.8708,             0.91521,             0.66615,            0.021558,            0.014568,           0.0005453,            0.002113,            0.002113,            0.002113
                 241,            0.028949,            0.019088,           0.0014546,             0.85567,             0.87076,             0.91597,             0.66728,            0.021522,            0.014523,          0.00054401,             0.00208,             0.00208,             0.00208
                 242,            0.028944,            0.018982,           0.0015182,             0.85745,             0.87107,             0.91691,             0.66843,            0.021488,            0.014476,          0.00054282,            0.002047,            0.002047,            0.002047
                 243,             0.02899,            0.019073,           0.0014792,             0.85833,             0.87145,             0.91767,             0.66945,            0.021455,            0.014434,          0.00054157,            0.002014,            0.002014,            0.002014
                 244,             0.02878,            0.019139,           0.0014695,             0.85879,             0.87288,             0.91845,             0.67064,            0.021424,            0.014391,          0.00054028,            0.001981,            0.001981,            0.001981
                 245,            0.028761,            0.019096,           0.0014442,             0.86017,             0.87364,             0.91927,             0.67177,            0.021389,            0.014345,          0.00053896,            0.001948,            0.001948,            0.001948
                 246,            0.028617,            0.018978,           0.0014474,             0.86089,             0.87494,              0.9201,              0.6731,            0.021354,            0.014299,          0.00053764,            0.001915,            0.001915,            0.001915
                 247,            0.028715,            0.018974,            0.001454,             0.86185,             0.87523,             0.92083,             0.67426,             0.02132,            0.014254,          0.00053646,            0.001882,            0.001882,            0.001882
                 248,            0.028656,            0.018796,           0.0014114,             0.86218,             0.87653,             0.92155,             0.67525,            0.021286,            0.014209,          0.00053525,            0.001849,            0.001849,            0.001849
                 249,            0.028518,            0.018855,           0.0014259,              0.8632,             0.87679,             0.92228,             0.67623,            0.021255,            0.014166,          0.00053387,            0.001816,            0.001816,            0.001816
                 250,            0.028433,            0.018679,           0.0014225,             0.86505,             0.87657,             0.92297,             0.67727,            0.021226,            0.014126,          0.00053266,            0.001783,            0.001783,            0.001783
                 251,            0.028272,            0.018594,           0.0014268,             0.86558,             0.87694,             0.92366,             0.67822,            0.021195,            0.014079,          0.00053148,             0.00175,             0.00175,             0.00175
                 252,            0.028419,            0.018587,           0.0014364,              0.8672,             0.87735,             0.92435,             0.67924,            0.021168,            0.014037,          0.00053029,            0.001717,            0.001717,            0.001717
                 253,            0.028328,            0.018597,           0.0013798,               0.868,             0.87812,              0.9252,             0.68023,             0.02114,            0.013993,            0.000529,            0.001684,            0.001684,            0.001684
                 254,            0.028216,            0.018454,           0.0013734,              0.8685,             0.87949,             0.92594,             0.68116,             0.02111,            0.013953,          0.00052757,            0.001651,            0.001651,            0.001651
                 255,             0.02812,            0.018305,           0.0013573,             0.86867,             0.88038,             0.92658,             0.68209,            0.021083,            0.013912,          0.00052617,            0.001618,            0.001618,            0.001618
                 256,            0.028152,            0.018386,           0.0013907,             0.86969,             0.88117,             0.92733,             0.68303,            0.021052,            0.013868,          0.00052471,            0.001585,            0.001585,            0.001585
                 257,            0.027909,            0.018118,           0.0013797,             0.87106,             0.88179,             0.92802,             0.68405,            0.021022,            0.013824,          0.00052343,            0.001552,            0.001552,            0.001552
                 258,            0.028012,            0.018239,           0.0014384,             0.87164,             0.88277,             0.92868,             0.68484,            0.020989,            0.013783,          0.00052233,            0.001519,            0.001519,            0.001519
                 259,            0.027969,            0.018217,           0.0013866,             0.87277,             0.88271,             0.92945,             0.68574,            0.020961,            0.013744,          0.00052109,            0.001486,            0.001486,            0.001486
                 260,            0.027766,            0.018147,           0.0013475,             0.87411,             0.88272,             0.93001,             0.68649,            0.020932,            0.013704,          0.00051986,            0.001453,            0.001453,            0.001453
                 261,             0.02777,            0.018051,           0.0013677,              0.8753,             0.88276,             0.93071,             0.68729,            0.020901,            0.013664,          0.00051866,             0.00142,             0.00142,             0.00142
                 262,            0.027661,            0.017973,            0.001396,             0.87701,             0.88286,             0.93143,             0.68833,            0.020872,            0.013625,          0.00051752,            0.001387,            0.001387,            0.001387
                 263,            0.027696,            0.018003,           0.0013455,               0.878,             0.88292,             0.93207,             0.68925,            0.020842,            0.013585,           0.0005164,            0.001354,            0.001354,            0.001354
                 264,            0.027533,            0.017849,           0.0013701,             0.87837,              0.8842,             0.93272,             0.68996,            0.020816,            0.013547,          0.00051525,            0.001321,            0.001321,            0.001321
                 265,            0.027464,            0.017899,           0.0013529,             0.87907,             0.88484,             0.93318,             0.69079,            0.020786,            0.013508,          0.00051402,            0.001288,            0.001288,            0.001288
                 266,            0.027444,            0.017807,           0.0013218,             0.88111,             0.88442,             0.93371,             0.69178,            0.020752,             0.01347,          0.00051275,            0.001255,            0.001255,            0.001255
                 267,            0.027377,            0.017922,            0.001316,             0.88217,             0.88518,             0.93435,             0.69287,             0.02072,            0.013428,           0.0005114,            0.001222,            0.001222,            0.001222
                 268,            0.027208,             0.01766,            0.001307,             0.88344,             0.88536,             0.93493,             0.69377,             0.02069,             0.01339,          0.00051015,            0.001189,            0.001189,            0.001189
                 269,            0.027251,              0.0177,           0.0013024,             0.88458,             0.88569,             0.93549,             0.69467,            0.020659,            0.013346,          0.00050886,            0.001156,            0.001156,            0.001156
                 270,            0.027003,            0.017619,           0.0012841,             0.88545,             0.88588,             0.93601,             0.69572,             0.02063,            0.013305,          0.00050746,            0.001123,            0.001123,            0.001123
                 271,            0.027177,            0.017512,           0.0013079,             0.88668,             0.88644,             0.93686,             0.69668,            0.020597,            0.013261,          0.00050609,             0.00109,             0.00109,             0.00109
                 272,            0.026973,            0.017551,           0.0013108,             0.88758,             0.88681,             0.93736,             0.69721,            0.020571,            0.013226,          0.00050494,            0.001057,            0.001057,            0.001057
                 273,             0.02692,            0.017333,           0.0013221,             0.88781,             0.88784,             0.93788,             0.69803,            0.020542,            0.013186,          0.00050372,            0.001024,            0.001024,            0.001024
                 274,             0.02675,            0.017269,           0.0012325,             0.88937,               0.888,             0.93843,             0.69898,            0.020513,             0.01315,          0.00050248,            0.000991,            0.000991,            0.000991
                 275,            0.026726,            0.017328,           0.0013021,             0.89007,             0.88819,             0.93882,             0.69963,            0.020488,            0.013119,          0.00050136,            0.000958,            0.000958,            0.000958
                 276,            0.026706,            0.017172,           0.0012384,             0.89096,             0.88896,             0.93933,              0.7004,            0.020462,            0.013085,          0.00050018,            0.000925,            0.000925,            0.000925
                 277,             0.02651,            0.017181,           0.0012563,             0.89218,             0.88905,             0.93983,             0.70115,            0.020435,            0.013049,          0.00049916,            0.000892,            0.000892,            0.000892
                 278,            0.026656,            0.017155,           0.0012804,             0.89264,             0.88929,             0.94041,              0.7022,            0.020403,            0.013009,          0.00049803,            0.000859,            0.000859,            0.000859
                 279,            0.026445,            0.017136,           0.0012385,             0.89378,             0.88972,             0.94092,             0.70292,            0.020374,            0.012975,          0.00049711,            0.000826,            0.000826,            0.000826
                 280,            0.026416,            0.017049,           0.0012332,             0.89387,             0.89088,             0.94134,             0.70364,            0.020347,            0.012943,          0.00049609,            0.000793,            0.000793,            0.000793
                 281,            0.026111,            0.016839,           0.0011616,             0.89461,              0.8916,             0.94185,             0.70453,            0.020317,            0.012907,          0.00049508,             0.00076,             0.00076,             0.00076
                 282,            0.026338,             0.01689,           0.0012587,             0.89608,             0.89128,             0.94227,             0.70536,            0.020289,            0.012871,           0.0004941,            0.000727,            0.000727,            0.000727
                 283,            0.026238,            0.016824,           0.0012484,             0.89691,             0.89196,             0.94283,             0.70601,            0.020262,            0.012836,          0.00049316,            0.000694,            0.000694,            0.000694
                 284,            0.026054,            0.016606,            0.001184,             0.89825,             0.89172,             0.94323,             0.70692,            0.020235,            0.012805,          0.00049215,            0.000661,            0.000661,            0.000661
                 285,            0.025973,            0.016608,           0.0012194,             0.89929,              0.8919,              0.9437,             0.70758,            0.020209,            0.012773,          0.00049133,            0.000628,            0.000628,            0.000628
                 286,            0.026031,             0.01669,           0.0012339,             0.89987,             0.89282,             0.94411,             0.70838,            0.020181,            0.012736,          0.00049027,            0.000595,            0.000595,            0.000595
                 287,            0.025855,            0.016642,           0.0011531,             0.90102,             0.89272,             0.94443,             0.70903,            0.020158,            0.012706,          0.00048925,            0.000562,            0.000562,            0.000562
                 288,            0.025798,            0.016328,           0.0012087,             0.90177,             0.89296,              0.9449,             0.70975,            0.020132,            0.012673,           0.0004882,            0.000529,            0.000529,            0.000529
                 289,            0.025731,             0.01639,           0.0011905,             0.90204,             0.89406,             0.94527,             0.71028,            0.020108,            0.012644,          0.00048711,            0.000496,            0.000496,            0.000496
                 290,            0.025743,            0.016424,           0.0011632,             0.90337,             0.89441,             0.94565,               0.711,            0.020084,            0.012616,          0.00048599,            0.000463,            0.000463,            0.000463
                 291,             0.02556,            0.016338,           0.0011336,             0.90469,             0.89411,             0.94599,             0.71166,             0.02006,            0.012587,          0.00048489,             0.00043,             0.00043,             0.00043
                 292,            0.025442,            0.016203,           0.0011531,             0.90514,             0.89469,             0.94638,             0.71237,            0.020036,            0.012557,          0.00048369,            0.000397,            0.000397,            0.000397
                 293,            0.025361,            0.016256,           0.0011584,             0.90575,             0.89489,             0.94675,             0.71295,            0.020013,             0.01253,          0.00048258,            0.000364,            0.000364,            0.000364
                 294,            0.025264,            0.016099,           0.0011684,             0.90642,             0.89522,             0.94707,             0.71349,            0.019987,              0.0125,           0.0004814,            0.000331,            0.000331,            0.000331
                 295,            0.025307,            0.016055,           0.0011465,              0.9066,             0.89608,             0.94751,             0.71444,            0.019962,            0.012468,          0.00048031,            0.000298,            0.000298,            0.000298
                 296,            0.025138,             0.01589,           0.0011533,             0.90687,             0.89656,             0.94778,             0.71493,            0.019942,            0.012442,          0.00047918,            0.000265,            0.000265,            0.000265
                 297,            0.024991,            0.015942,           0.0011163,             0.90699,             0.89698,              0.9481,             0.71545,            0.019921,            0.012419,          0.00047815,            0.000232,            0.000232,            0.000232
                 298,            0.025064,            0.016015,           0.0011562,             0.90718,              0.8975,             0.94832,             0.71605,            0.019899,            0.012394,          0.00047711,            0.000199,            0.000199,            0.000199
                 299,            0.024946,            0.015763,           0.0011546,             0.90807,             0.89742,             0.94857,             0.71653,            0.019878,            0.012371,          0.00047605,            0.000166,            0.000166,            0.000166
